order_id,line_number,product_id,quantity,unit_price,discount_amount,tax_amount,order_date,customer_id,channel_id,order_status,product_name,category_id,category_name
100090,3,8,3,97174.24,0.0,61219.77,2025-07-19 07:28:31,197,3,delivered,Cordillera Botas 008,9,Botas
100090,4,37,2,94810.32,13273.44,37032.91,2025-07-19 07:28:31,197,3,delivered,Andina Zapatillas 037,8,Zapatillas
100091,1,17,1,21175.07,423.5,4357.83,2025-07-18 06:14:20,79,4,paid,Río Botas 017,9,Botas
100091,2,34,1,32535.19,650.7,6695.74,2025-07-18 06:14:20,79,4,paid,Sur Wearables 034,12,Wearables
100091,3,137,2,97309.59,23354.3,35965.62,2025-07-18 06:14:20,79,4,paid,Norte Mochilas 137,10,Mochilas
100091,4,96,2,47955.74,9591.15,18127.27,2025-07-18 06:14:20,79,4,paid,Norte Remeras 096,6,Remeras
100092,1,72,1,14028.53,1402.85,2651.39,2025-07-12 08:59:57,219,3,delivered,Lago Wearables 072,12,Wearables
100093,1,56,2,11436.05,1601.05,4466.92,2025-07-28 08:32:01,54,2,delivered,Estilo Zapatillas 056,8,Zapatillas
100093,2,97,3,11599.78,695.99,7161.7,2025-07-28 08:32:01,54,2,delivered,Estilo Pantalones 097,7,Pantalones
100093,3,96,2,47955.74,9591.15,18127.27,2025-07-28 08:32:01,54,2,delivered,Norte Remeras 096,6,Remeras
100093,4,22,1,142293.06,0.0,29881.54,2025-07-28 08:32:01,54,2,delivered,Cordillera Pantalones 022,7,Pantalones
100094,1,19,2,115564.07,0.0,48536.91,2025-06-30 03:34:58,165,1,delivered,Río Pantalones 019,7,Pantalones
100095,1,122,1,140263.58,14026.36,26509.82,2025-06-30 08:15:43,168,2,delivered,Cordillera Gorras 122,11,Gorras
100095,2,142,2,119648.89,28715.73,44222.23,2025-06-30 08:15:43,168,2,delivered,Pampa Mochilas 142,10,Mochilas
100096,1,40,2,82956.99,16591.4,31357.74,2025-08-12 01:10:21,77,3,shipped,Pampa Remeras 040,6,Remeras
100096,2,147,2,99963.68,13994.92,39045.81,2025-08-12 01:10:21,77,3,shipped,Lago Pantalones 147,7,Pantalones
100097,1,44,2,41412.58,5797.76,16175.75,2025-07-18 18:52:44,75,1,shipped,Cordillera Botas 044,9,Botas
100098,1,119,3,138670.88,0.0,87362.65,2025-08-12 17:52:30,207,2,shipped,Norte Gorras 119,11,Gorras
100098,2,24,2,40946.31,9827.11,15133.76,2025-08-12 17:52:30,207,2,shipped,Pampa Wearables 024,12,Wearables
100098,3,117,2,71909.94,17258.39,26577.91,2025-08-12 17:52:30,207,2,shipped,Pampa Zapatillas 117,8,Zapatillas
100098,4,77,2,35690.74,7138.15,13491.1,2025-08-12 17:52:30,207,2,shipped,Río Gorras 077,11,Gorras
100099,1,105,2,119235.06,4769.4,49077.15,2025-06-10 03:49:51,196,1,canceled,Estilo Zapatillas 105,8,Zapatillas
100099,2,65,1,62949.67,6294.97,11897.49,2025-06-10 03:49:51,196,1,canceled,Cordillera Gorras 065,11,Gorras
100099,3,12,2,100038.61,0.0,42016.22,2025-06-10 03:49:51,196,1,canceled,Norte Mochilas 012,10,Mochilas
100100,1,119,2,138670.88,19413.92,54164.85,2025-08-30 04:58:08,10,1,paid,Norte Gorras 119,11,Gorras
100100,2,18,1,131225.19,13122.52,24801.56,2025-08-30 04:58:08,10,1,paid,Pampa Pantalones 018,7,Pantalones
100100,3,63,3,37572.9,7890.31,22013.96,2025-08-30 04:58:08,10,1,paid,Estilo Zapatillas 063,8,Zapatillas
100101,1,20,3,21220.82,0.0,13369.12,2025-08-08 14:13:49,26,2,paid,Andina Wearables 020,12,Wearables
100101,2,70,1,39001.57,2730.11,7617.01,2025-08-08 14:13:49,26,2,paid,Estilo Remeras 070,6,Remeras
100102,1,2,1,9608.49,672.59,1876.54,2025-07-10 16:09:54,170,1,paid,Lago Remeras 002,6,Remeras
100103,1,25,3,15294.0,917.64,9442.52,2025-08-27 02:18:00,4,3,delivered,Andina Zapatillas 025,8,Zapatillas
100103,2,43,1,45854.66,3209.83,8955.42,2025-08-27 02:18:00,4,3,delivered,Estilo Pantalones 043,7,Pantalones
100104,1,100,3,27000.42,9720.15,14969.03,2025-06-13 21:50:25,27,2,paid,Andina Remeras 100,6,Remeras
100104,2,35,2,13288.96,531.56,5469.74,2025-06-13 21:50:25,27,2,paid,Río Camperas 035,5,Camperas
100104,3,82,3,144884.51,30425.75,84887.83,2025-06-13 21:50:25,27,2,paid,Sur Remeras 082,6,Remeras
100105,1,6,3,16426.03,0.0,10348.4,2025-08-30 00:29:02,164,2,shipped,Lago Remeras 006,6,Remeras
100105,2,80,1,126688.18,15202.58,23411.98,2025-08-30 00:29:02,164,2,shipped,Norte Zapatillas 080,8,Zapatillas
100106,1,63,1,37572.9,3757.29,7101.28,2025-06-30 12:03:40,209,3,delivered,Estilo Zapatillas 063,8,Zapatillas
100106,2,14,3,36801.51,2208.09,22721.25,2025-06-30 12:03:40,209,3,delivered,Río Gorras 014,11,Gorras
100106,3,57,3,67538.12,14183.01,39570.58,2025-06-30 12:03:40,209,3,delivered,Río Zapatillas 057,8,Zapatillas
100107,1,70,2,39001.57,0.0,16380.66,2025-08-13 16:19:15,46,2,paid,Estilo Remeras 070,6,Remeras
100107,2,93,2,149511.56,20931.62,58399.22,2025-08-13 16:19:15,46,2,paid,Lago Mochilas 093,10,Mochilas
100108,1,77,3,35690.74,10707.22,20236.65,2025-07-19 15:33:39,210,4,created,Río Gorras 077,11,Gorras
100109,1,40,1,82956.99,0.0,17420.97,2025-06-18 17:05:06,97,4,pending,Pampa Remeras 040,6,Remeras
100109,2,4,3,54336.32,19561.08,30124.06,2025-06-18 17:05:06,97,4,pending,Lago Pantalones 004,7,Pantalones
100110,1,105,1,119235.06,0.0,25039.36,2025-08-22 21:25:10,96,4,shipped,Estilo Zapatillas 105,8,Zapatillas
100111,1,64,3,71035.34,21310.6,40277.04,2025-07-29 05:21:55,179,2,paid,Pampa Wearables 064,12,Wearables
100111,2,42,1,141144.85,0.0,29640.42,2025-07-29 05:21:55,179,2,paid,Pampa Botas 042,9,Botas
100111,3,24,3,40946.31,14740.67,22700.63,2025-07-29 05:21:55,179,2,paid,Pampa Wearables 024,12,Wearables
100112,1,129,3,29122.89,10484.24,16145.73,2025-07-25 09:12:24,225,4,paid,Cordillera Remeras 129,6,Remeras
100112,2,98,3,131544.36,19731.65,78729.3,2025-07-25 09:12:24,225,4,paid,Pampa Wearables 098,12,Wearables
100112,3,106,3,136719.66,0.0,86133.39,2025-07-25 09:12:24,225,4,paid,Sur Zapatillas 106,8,Zapatillas
100113,1,1,1,112524.82,0.0,23630.21,2025-06-01 06:07:52,239,4,delivered,Andina Remeras 001,6,Remeras
100113,2,107,3,68677.25,14422.22,40238.0,2025-06-01 06:07:52,239,4,delivered,Estilo Botas 107,9,Botas
100113,3,74,3,36816.14,7731.39,21570.58,2025-06-01 06:07:52,239,4,delivered,Cordillera Zapatillas 074,8,Zapatillas
100113,4,44,1,41412.58,2070.63,8261.81,2025-06-01 06:07:52,239,4,delivered,Cordillera Botas 044,9,Botas
100114,1,123,2,11328.86,2718.93,4187.15,2025-06-04 21:19:21,32,3,pending,Lago Zapatillas 123,8,Zapatillas
100114,2,26,1,102001.78,0.0,21420.37,2025-06-04 21:19:21,32,3,pending,Estilo Zapatillas 026,8,Zapatillas
100115,1,122,2,140263.58,28052.72,53019.63,2025-08-06 09:40:43,134,1,paid,Cordillera Gorras 122,11,Gorras
100115,2,110,2,73222.62,7322.26,29215.83,2025-08-06 09:40:43,134,1,paid,Sur Camperas 110,5,Camperas
100115,3,88,2,113819.06,4552.76,46847.93,2025-08-06 09:40:43,134,1,paid,Norte Wearables 088,12,Wearables
100115,4,93,3,149511.56,31397.43,87598.82,2025-08-06 09:40:43,134,1,paid,Lago Mochilas 093,10,Mochilas
100116,1,136,2,137039.46,32889.47,50649.78,2025-06-18 00:56:05,223,4,delivered,Andina Camperas 136,5,Camperas
100117,1,37,3,94810.32,28443.1,53757.45,2025-07-08 22:06:23,169,1,delivered,Andina Zapatillas 037,8,Zapatillas
100117,2,130,1,56977.18,1139.54,11725.9,2025-07-08 22:06:23,169,1,delivered,Estilo Camperas 130,5,Camperas
100118,1,24,3,40946.31,6141.95,24506.37,2025-08-08 23:04:00,122,1,delivered,Pampa Wearables 024,12,Wearables
100118,2,58,3,78532.76,23559.83,44528.07,2025-08-08 23:04:00,122,1,delivered,Estilo Remeras 058,6,Remeras
100118,3,17,3,21175.07,3176.26,12673.28,2025-08-08 23:04:00,122,1,delivered,Río Botas 017,9,Botas
100118,4,97,3,11599.78,4175.92,6430.92,2025-08-08 23:04:00,122,1,delivered,Estilo Pantalones 097,7,Pantalones
100119,1,28,2,72718.58,0.0,30541.8,2025-08-26 04:35:55,109,3,delivered,Lago Gorras 028,11,Gorras
100119,2,138,2,119348.52,11934.85,47620.06,2025-08-26 04:35:55,109,3,delivered,Estilo Camperas 138,5,Camperas
100120,1,58,3,78532.76,28271.79,43538.56,2025-07-13 05:33:34,181,4,pending,Estilo Remeras 058,6,Remeras
100120,2,14,1,36801.51,2576.11,7187.33,2025-07-13 05:33:34,181,4,pending,Río Gorras 014,11,Gorras
100121,1,101,2,117475.56,0.0,49339.74,2025-08-26 17:14:12,141,4,paid,Norte Gorras 101,11,Gorras
100121,2,136,3,137039.46,20555.92,82018.12,2025-08-26 17:14:12,141,4,paid,Andina Camperas 136,5,Camperas
100121,3,73,3,5854.93,351.3,3614.83,2025-08-26 17:14:12,141,4,paid,Cordillera Gorras 073,11,Gorras
100122,1,124,2,144899.54,5795.98,59640.65,2025-08-13 05:00:30,78,4,delivered,Cordillera Pantalones 124,7,Pantalones
100122,2,54,1,132170.57,15860.47,24425.12,2025-08-13 05:00:30,78,4,delivered,Pampa Camperas 054,5,Camperas
100122,3,51,3,131464.18,47327.1,72883.74,2025-08-13 05:00:30,78,4,delivered,Lago Remeras 051,6,Remeras
100122,4,3,2,36963.89,8871.33,13661.85,2025-08-13 05:00:30,78,4,delivered,Lago Zapatillas 003,8,Zapatillas
100123,1,119,3,138670.88,29120.88,81247.27,2025-07-19 23:58:33,153,2,delivered,Norte Gorras 119,11,Gorras
100124,1,104,3,9732.78,0.0,6131.65,2025-08-31 19:34:12,33,1,paid,Estilo Wearables 104,12,Wearables
100124,2,101,3,117475.56,35242.67,66608.64,2025-08-31 19:34:12,33,1,paid,Norte Gorras 101,11,Gorras
100125,1,2,3,9608.49,2017.78,5629.61,2025-06-16 06:34:40,32,2,canceled,Lago Remeras 002,6,Remeras
100125,2,81,1,72429.93,0.0,15210.29,2025-06-16 06:34:40,32,2,canceled,Norte Remeras 081,6,Remeras
100126,1,94,3,22495.1,1349.71,13888.47,2025-06-16 18:25:41,66,1,pending,Norte Botas 094,9,Botas
100126,2,109,3,38194.04,0.0,24062.25,2025-06-16 18:25:41,66,1,pending,Pampa Camperas 109,5,Camperas
100126,3,64,2,71035.34,0.0,29834.84,2025-06-16 18:25:41,66,1,pending,Pampa Wearables 064,12,Wearables
100127,1,138,3,119348.52,7160.91,73685.78,2025-08-28 11:23:37,114,2,shipped,Estilo Camperas 138,5,Camperas
100127,2,26,3,102001.78,0.0,64261.12,2025-08-28 11:23:37,114,2,shipped,Estilo Zapatillas 026,8,Zapatillas
100127,3,61,1,69058.97,1381.18,14212.34,2025-08-28 11:23:37,114,2,shipped,Cordillera Mochilas 061,10,Mochilas
100128,1,96,3,47955.74,17264.07,26586.66,2025-08-29 23:30:16,188,3,canceled,Norte Remeras 096,6,Remeras
100128,2,131,3,30385.06,1823.1,18759.74,2025-08-29 23:30:16,188,3,canceled,Sur Pantalones 131,7,Pantalones
100129,1,141,2,72908.05,0.0,30621.38,2025-06-16 19:21:00,247,2,pending,Pampa Mochilas 141,10,Mochilas
100130,1,32,1,130374.31,13037.43,24640.74,2025-06-29 13:47:08,3,1,paid,Norte Wearables 032,12,Wearables
100131,1,44,2,41412.58,5797.76,16175.75,2025-08-17 03:36:24,222,3,shipped,Cordillera Botas 044,9,Botas
100132,1,79,3,99270.89,0.0,62540.66,2025-07-06 15:34:28,91,4,shipped,Norte Mochilas 079,10,Mochilas
100132,2,79,2,99270.89,9927.09,39609.09,2025-07-06 15:34:28,91,4,shipped,Norte Mochilas 079,10,Mochilas
100133,1,63,3,37572.9,13526.24,20830.42,2025-06-01 15:28:22,104,1,shipped,Estilo Zapatillas 063,8,Zapatillas
100133,2,136,3,137039.46,41111.84,77701.37,2025-06-01 15:28:22,104,1,shipped,Andina Camperas 136,5,Camperas
100133,3,11,3,124161.38,26073.89,72746.15,2025-06-01 15:28:22,104,1,shipped,Norte Camperas 011,5,Camperas
100134,1,79,3,99270.89,29781.27,56286.59,2025-08-12 14:19:52,55,1,delivered,Norte Mochilas 079,10,Mochilas
100134,2,10,2,148480.89,29696.18,56125.78,2025-08-12 14:19:52,55,1,delivered,Estilo Gorras 010,11,Gorras
100135,1,113,3,41597.83,8735.54,24372.17,2025-08-08 09:48:41,94,4,delivered,Río Remeras 113,6,Remeras
100136,1,40,2,82956.99,16591.4,31357.74,2025-06-14 00:46:12,237,4,pending,Pampa Remeras 040,6,Remeras
100136,2,4,3,54336.32,3260.18,33547.24,2025-06-14 00:46:12,237,4,pending,Lago Pantalones 004,7,Pantalones
100137,1,40,3,82956.99,24887.1,47036.61,2025-06-11 15:37:03,123,3,paid,Pampa Remeras 040,6,Remeras
100137,2,48,1,118116.86,5905.84,23564.31,2025-06-11 15:37:03,123,3,paid,Río Remeras 048,6,Remeras
100138,1,49,3,146549.87,52757.95,81247.25,2025-08-04 22:14:58,181,1,delivered,Sur Zapatillas 049,8,Zapatillas
100138,2,39,1,50845.69,0.0,10677.59,2025-08-04 22:14:58,181,1,delivered,Cordillera Botas 039,9,Botas
100139,1,1,1,112524.82,13502.98,20794.59,2025-06-07 06:37:02,108,2,paid,Andina Remeras 001,6,Remeras
100140,1,29,1,121085.91,14530.31,22376.68,2025-07-17 12:10:15,48,3,delivered,Río Gorras 029,11,Gorras
100140,2,4,3,54336.32,16300.9,30808.69,2025-07-17 12:10:15,48,3,delivered,Lago Pantalones 004,7,Pantalones
100140,3,34,2,32535.19,3253.52,12981.54,2025-07-17 12:10:15,48,3,delivered,Sur Wearables 034,12,Wearables
100141,1,12,1,100038.61,2000.77,20587.95,2025-06-26 19:25:34,78,4,canceled,Norte Mochilas 012,10,Mochilas
100141,2,108,3,16664.07,5999.07,9238.56,2025-06-26 19:25:34,78,4,canceled,Cordillera Wearables 108,12,Wearables
100142,1,135,3,88347.73,0.0,55659.07,2025-06-09 17:34:44,115,1,delivered,Río Gorras 135,11,Gorras
100142,2,43,3,45854.66,6878.2,27444.01,2025-06-09 17:34:44,115,1,delivered,Estilo Pantalones 043,7,Pantalones
100142,3,34,2,32535.19,0.0,13664.78,2025-06-09 17:34:44,115,1,delivered,Sur Wearables 034,12,Wearables
100142,4,145,1,11575.29,1389.03,2139.11,2025-06-09 17:34:44,115,1,delivered,Sur Remeras 145,6,Remeras
100143,1,44,1,41412.58,0.0,8696.64,2025-07-08 09:46:34,67,3,delivered,Cordillera Botas 044,9,Botas
100144,1,98,3,131544.36,19731.65,78729.3,2025-06-03 19:33:56,248,3,paid,Pampa Wearables 098,12,Wearables
100145,1,38,2,102110.27,0.0,42886.31,2025-06-30 15:47:52,162,4,paid,Norte Botas 038,9,Botas
100145,2,127,1,131495.54,9204.69,25681.08,2025-06-30 15:47:52,162,4,paid,Cordillera Mochilas 127,10,Mochilas
100145,3,48,1,118116.86,2362.34,24308.45,2025-06-30 15:47:52,162,4,paid,Río Remeras 048,6,Remeras
100146,1,18,1,131225.19,0.0,27557.29,2025-08-27 22:07:48,227,2,delivered,Pampa Pantalones 018,7,Pantalones
100146,2,110,1,73222.62,5125.58,14300.38,2025-08-27 22:07:48,227,2,delivered,Sur Camperas 110,5,Camperas
100147,1,85,2,78364.31,3134.57,32254.75,2025-07-27 05:56:23,36,4,delivered,Pampa Mochilas 085,10,Mochilas
100147,2,63,1,37572.9,3757.29,7101.28,2025-07-27 05:56:23,36,4,delivered,Estilo Zapatillas 063,8,Zapatillas
100147,3,69,3,116042.98,34812.89,65796.37,2025-07-27 05:56:23,36,4,delivered,Estilo Zapatillas 069,8,Zapatillas
100148,1,46,2,86331.5,17266.3,32633.31,2025-06-11 01:34:41,158,3,pending,Lago Wearables 046,12,Wearables
100148,2,86,3,107559.75,6453.59,66407.39,2025-06-11 01:34:41,158,3,pending,Cordillera Mochilas 086,10,Mochilas
100149,1,95,2,112097.67,26903.44,41431.3,2025-06-14 09:52:12,160,3,paid,Norte Zapatillas 095,8,Zapatillas
100149,2,20,1,21220.82,424.42,4367.24,2025-06-14 09:52:12,160,3,paid,Andina Wearables 020,12,Wearables
100149,3,38,2,102110.27,4084.41,42028.59,2025-06-14 09:52:12,160,3,paid,Norte Botas 038,9,Botas
100149,4,100,2,27000.42,6480.1,9979.36,2025-06-14 09:52:12,160,3,paid,Andina Remeras 100,6,Remeras
100150,1,82,2,144884.51,20283.83,56591.89,2025-06-24 14:01:05,24,3,canceled,Sur Remeras 082,6,Remeras
100150,2,124,3,144899.54,30428.9,84896.64,2025-06-24 14:01:05,24,3,canceled,Cordillera Pantalones 124,7,Pantalones
100150,3,86,1,107559.75,12907.17,19877.04,2025-06-24 14:01:05,24,3,canceled,Cordillera Mochilas 086,10,Mochilas
100151,1,149,3,62730.25,13173.35,36753.65,2025-06-30 14:00:13,137,4,shipped,Andina Mochilas 149,10,Mochilas
100152,1,97,3,11599.78,0.0,7307.86,2025-06-18 04:16:06,54,2,pending,Estilo Pantalones 097,7,Pantalones
100152,2,109,2,38194.04,0.0,16041.5,2025-06-18 04:16:06,54,2,pending,Pampa Camperas 109,5,Camperas
100153,1,63,1,37572.9,0.0,7890.31,2025-07-17 05:08:37,223,2,created,Estilo Zapatillas 063,8,Zapatillas
100154,1,74,1,36816.14,736.32,7576.76,2025-07-14 16:09:52,36,3,shipped,Cordillera Zapatillas 074,8,Zapatillas
100155,1,120,2,140466.02,14046.6,56045.94,2025-06-24 20:21:47,103,1,paid,Río Gorras 120,11,Gorras
100156,1,8,1,97174.24,4858.71,19386.26,2025-06-10 13:12:20,50,3,pending,Cordillera Botas 008,9,Botas
100156,2,42,3,141144.85,0.0,88921.26,2025-06-10 13:12:20,50,3,pending,Pampa Botas 042,9,Botas
100156,3,17,1,21175.07,2117.51,4002.09,2025-06-10 13:12:20,50,3,pending,Río Botas 017,9,Botas
100157,1,12,1,100038.61,5001.93,19957.7,2025-08-12 01:38:01,69,1,canceled,Norte Mochilas 012,10,Mochilas
100157,2,24,2,40946.31,0.0,17197.45,2025-08-12 01:38:01,69,1,canceled,Pampa Wearables 024,12,Wearables
100157,3,92,2,105309.14,14743.28,41133.75,2025-08-12 01:38:01,69,1,canceled,Lago Zapatillas 092,8,Zapatillas
100157,4,129,1,29122.89,1456.14,5810.02,2025-08-12 01:38:01,69,1,canceled,Cordillera Remeras 129,6,Remeras
100158,1,7,3,11644.54,2445.35,6822.54,2025-08-04 03:40:38,25,3,shipped,Pampa Zapatillas 007,8,Zapatillas
100158,2,123,3,11328.86,0.0,7137.18,2025-08-04 03:40:38,25,3,shipped,Lago Zapatillas 123,8,Zapatillas
100159,1,146,3,70778.34,14863.45,41469.03,2025-08-17 02:43:50,62,2,canceled,Lago Pantalones 146,7,Pantalones
100159,2,25,1,15294.0,305.88,3147.51,2025-08-17 02:43:50,62,2,canceled,Andina Zapatillas 025,8,Zapatillas
100160,1,72,3,14028.53,2104.28,8396.08,2025-07-08 05:52:44,117,3,paid,Lago Wearables 072,12,Wearables
100161,1,74,2,36816.14,5154.26,14380.38,2025-08-02 01:26:29,241,1,canceled,Cordillera Zapatillas 074,8,Zapatillas
100161,2,34,2,32535.19,3253.52,12981.54,2025-08-02 01:26:29,241,1,canceled,Sur Wearables 034,12,Wearables
100161,3,132,3,38667.32,5800.1,23142.39,2025-08-02 01:26:29,241,1,canceled,Sur Wearables 132,12,Wearables
100162,1,144,1,98909.6,1978.19,20355.6,2025-08-22 02:04:38,225,1,shipped,Norte Mochilas 144,10,Mochilas
100162,2,27,2,122087.06,17092.19,47687.21,2025-08-22 02:04:38,225,1,shipped,Cordillera Zapatillas 027,8,Zapatillas
100163,1,121,1,130462.79,15655.53,24109.52,2025-07-29 01:23:37,55,4,pending,Cordillera Botas 121,9,Botas
100163,2,55,2,110639.03,22127.81,41821.55,2025-07-29 01:23:37,55,4,pending,Río Gorras 055,11,Gorras
100164,1,65,3,62949.67,3776.98,38865.13,2025-06-03 15:23:53,55,1,paid,Cordillera Gorras 065,11,Gorras
100164,2,22,1,142293.06,0.0,29881.54,2025-06-03 15:23:53,55,1,paid,Cordillera Pantalones 022,7,Pantalones
100164,3,71,2,105622.72,0.0,44361.54,2025-06-03 15:23:53,55,1,paid,Lago Zapatillas 071,8,Zapatillas
100165,1,88,2,113819.06,4552.76,46847.93,2025-06-07 03:21:56,229,3,paid,Norte Wearables 088,12,Wearables
100165,2,51,2,131464.18,18404.99,51349.91,2025-06-07 03:21:56,229,3,paid,Lago Remeras 051,6,Remeras
100165,3,124,2,144899.54,28979.91,54772.03,2025-06-07 03:21:56,229,3,paid,Cordillera Pantalones 124,7,Pantalones
100165,4,42,3,141144.85,29640.42,82696.77,2025-06-07 03:21:56,229,3,paid,Pampa Botas 042,9,Botas
100166,1,83,3,141513.24,50944.77,78454.94,2025-08-14 22:26:47,51,1,delivered,Lago Gorras 083,11,Gorras
100166,2,82,1,144884.51,2897.69,29817.23,2025-08-14 22:26:47,51,1,delivered,Sur Remeras 082,6,Remeras
100167,1,95,2,112097.67,0.0,47081.02,2025-08-26 21:00:07,90,2,canceled,Norte Zapatillas 095,8,Zapatillas
100168,1,134,2,71241.19,0.0,29921.3,2025-07-16 12:49:25,167,4,shipped,Estilo Gorras 134,11,Gorras
100168,2,46,2,86331.5,12086.41,33721.08,2025-07-16 12:49:25,167,4,shipped,Lago Wearables 046,12,Wearables
100168,3,96,1,47955.74,4795.57,9063.63,2025-07-16 12:49:25,167,4,shipped,Norte Remeras 096,6,Remeras
100168,4,42,3,141144.85,29640.42,82696.77,2025-07-16 12:49:25,167,4,shipped,Pampa Botas 042,9,Botas
100169,1,32,2,130374.31,18252.4,50924.21,2025-06-15 07:07:12,58,4,shipped,Norte Wearables 032,12,Wearables
100169,2,106,3,136719.66,49219.08,75797.38,2025-06-15 07:07:12,58,4,shipped,Sur Zapatillas 106,8,Zapatillas
100169,3,102,1,142400.58,7120.03,28408.92,2025-06-15 07:07:12,58,4,shipped,Pampa Camperas 102,5,Camperas
100169,4,58,3,78532.76,11779.91,47001.86,2025-06-15 07:07:12,58,4,shipped,Estilo Remeras 058,6,Remeras
100170,1,100,3,27000.42,1620.03,16670.06,2025-08-13 15:37:23,165,4,delivered,Andina Remeras 100,6,Remeras
100170,2,104,2,9732.78,1946.56,3678.99,2025-08-13 15:37:23,165,4,delivered,Estilo Wearables 104,12,Wearables
100171,1,48,1,118116.86,14174.02,21828.0,2025-08-21 22:59:32,7,2,canceled,Río Remeras 048,6,Remeras
100171,2,57,2,67538.12,2701.52,27798.69,2025-08-21 22:59:32,7,2,canceled,Río Zapatillas 057,8,Zapatillas
100171,3,138,1,119348.52,14321.82,22055.61,2025-08-21 22:59:32,7,2,canceled,Estilo Camperas 138,5,Camperas
100172,1,29,2,121085.91,24217.18,45770.47,2025-08-20 00:50:33,71,1,delivered,Río Gorras 029,11,Gorras
100173,1,140,1,42260.66,845.21,8697.24,2025-07-14 12:37:33,156,1,pending,Sur Botas 140,9,Botas
100173,2,134,3,71241.19,10686.18,42637.85,2025-07-14 12:37:33,156,1,pending,Estilo Gorras 134,11,Gorras
100173,3,32,1,130374.31,13037.43,24640.74,2025-07-14 12:37:33,156,1,pending,Norte Wearables 032,12,Wearables
100173,4,8,3,97174.24,0.0,61219.77,2025-07-14 12:37:33,156,1,pending,Cordillera Botas 008,9,Botas
100174,1,33,2,139345.12,13934.51,55598.7,2025-06-18 08:00:04,231,2,created,Estilo Gorras 033,11,Gorras
100175,1,50,2,121324.1,4852.96,49937.0,2025-08-03 15:52:35,167,3,shipped,Lago Mochilas 050,10,Mochilas
100175,2,51,3,131464.18,47327.1,72883.74,2025-08-03 15:52:35,167,3,shipped,Lago Remeras 051,6,Remeras
100175,3,72,2,14028.53,0.0,5891.98,2025-08-03 15:52:35,167,3,shipped,Lago Wearables 072,12,Wearables
100175,4,150,3,12333.88,1850.08,7381.83,2025-08-03 15:52:35,167,3,shipped,Andina Zapatillas 150,8,Zapatillas
100176,1,110,1,73222.62,3661.13,14607.91,2025-06-15 06:33:00,212,3,paid,Sur Camperas 110,5,Camperas
100176,2,63,1,37572.9,751.46,7732.5,2025-06-15 06:33:00,212,3,paid,Estilo Zapatillas 063,8,Zapatillas
100176,3,96,2,47955.74,1918.23,19738.58,2025-06-15 06:33:00,212,3,paid,Norte Remeras 096,6,Remeras
100177,1,27,3,122087.06,18313.06,73069.11,2025-06-28 19:11:49,17,4,paid,Cordillera Zapatillas 027,8,Zapatillas
100177,2,20,3,21220.82,7639.5,11764.82,2025-06-28 19:11:49,17,4,paid,Andina Wearables 020,12,Wearables
100178,1,32,2,130374.31,5214.97,53662.07,2025-07-06 15:20:12,13,4,shipped,Norte Wearables 032,12,Wearables
100179,1,127,3,131495.54,0.0,82842.19,2025-07-22 02:54:15,71,3,delivered,Cordillera Mochilas 127,10,Mochilas
100179,2,101,2,117475.56,28194.13,43418.97,2025-07-22 02:54:15,71,3,delivered,Norte Gorras 101,11,Gorras
100179,3,117,2,71909.94,17258.39,26577.91,2025-07-22 02:54:15,71,3,delivered,Pampa Zapatillas 117,8,Zapatillas
100180,1,98,2,131544.36,31570.65,48618.8,2025-06-10 09:36:07,29,1,delivered,Pampa Wearables 098,12,Wearables
100180,2,44,1,41412.58,4141.26,7826.98,2025-06-10 09:36:07,29,1,delivered,Cordillera Botas 044,9,Botas
100180,3,118,1,126034.97,2520.7,25938.0,2025-06-10 09:36:07,29,1,delivered,Lago Botas 118,9,Botas
100181,1,4,3,54336.32,3260.18,33547.24,2025-08-03 02:11:39,178,1,pending,Lago Pantalones 004,7,Pantalones
100181,2,120,2,140466.02,5618.64,57815.81,2025-08-03 02:11:39,178,1,pending,Río Gorras 120,11,Gorras
100182,1,130,1,56977.18,1139.54,11725.9,2025-07-10 16:31:49,220,3,delivered,Estilo Camperas 130,5,Camperas
100182,2,57,2,67538.12,9455.34,26380.39,2025-07-10 16:31:49,220,3,delivered,Río Zapatillas 057,8,Zapatillas
100183,1,129,2,29122.89,5824.58,11008.45,2025-06-28 05:29:02,31,1,paid,Cordillera Remeras 129,6,Remeras
100183,2,86,1,107559.75,7529.18,21006.42,2025-06-28 05:29:02,31,1,paid,Cordillera Mochilas 086,10,Mochilas
100183,3,70,2,39001.57,0.0,16380.66,2025-06-28 05:29:02,31,1,paid,Estilo Remeras 070,6,Remeras
100183,4,13,3,113023.4,23734.91,66220.41,2025-06-28 05:29:02,31,1,paid,Norte Pantalones 013,7,Pantalones
100184,1,14,1,36801.51,3680.15,6955.49,2025-06-15 07:59:40,175,1,shipped,Río Gorras 014,11,Gorras
100185,1,81,3,72429.93,0.0,45630.86,2025-08-28 08:41:16,190,3,delivered,Norte Remeras 081,6,Remeras
100185,2,43,1,45854.66,2292.73,9148.0,2025-08-28 08:41:16,190,3,delivered,Estilo Pantalones 043,7,Pantalones
100186,1,90,3,79910.95,11986.64,47826.7,2025-07-13 16:28:45,199,1,pending,Andina Botas 090,9,Botas
100186,2,125,2,109754.35,10975.44,43791.99,2025-07-13 16:28:45,199,1,pending,Andina Wearables 125,12,Wearables
